"","Reservoir","GTT.V..CTC.L.","brCpA","TAC.Bias","TGG.W..GTG.V.","CCG.P..TCT.S.","AGT.S..CGG.R.","TTG.Bias","AGG.Bias","TCA.Bias","UpU","NonBrApA","CGC.R..GTA.V.","brCpC","R.Bias","NonBrCpU","CAA.Bias","GGG.Bias","ACA.T..ATT.I.","brApA","GAA.Bias","TGG.W..TGA.X.","AGA.Bias","CpA","CTC.Bias","brUpU","ApC","NonBrUpG","ACA.Bias","TCT.Bias","TAA.X..AAA.K.","brUpG","UpA","NonBrCpC","GCG.Bias","NonBrApG","NonBrGpU","GpU","GTT.Bias","CpU","brUpC","brUpA","brApC","GpG","I.Bias","TTA.Bias","UpG","GGC.Bias","D.Bias","H.Bias","CGT.Bias","CpC","Y.Bias","X.Bias","ApG","GpA","GTG.Bias","ACT.Bias","T.Bias","brApG","brCpU","F.Bias","V.Bias","CCA.Bias","ATT.Bias","CTT.Bias","S.Bias","brGpC","GpC","N.Bias","W.Bias","brGpA","NonBrGpC","ApA","NonBrCpA","CTA.Bias","CTG.Bias","NonBrGpG","G.Bias","GCA.Bias","AGC.Bias","NonBrCpG","ATA.Bias","CpG","C.Bias","NonBrUpC","K.Bias","GGA.Bias","brApU","P.Bias","E.Bias","Q.Bias","M.Bias","NonBrUpU","CGA.Bias","NonBrUpA","AGT.Bias","UpC","ApU","brGpU","L.Bias","Artiodactyl","Carnivore","Fish","Galloanserae","Insect","Neoaves","Plant","Primate","Pterobat","Rodent","Vespbat"
"240","Neoaves",-9999,1.538515753,0.64137931,-9999,-9999,-9999,0.207272727,0.155339806,0.195555556,1.060981669,1.135962922,0.109128649,0.955523982,0.055406132,0.986163621,0.483333333,0.202830189,-0.761800824,0.743086725,0.615,0.489018284,0.247572816,1.152926723,0.094545455,0.902325853,1.043361333,1.135398831,0.285171103,0.146666667,0.489018284,1.422370285,0.860739962,1.020320029,0.176079734,0.808870115,1.107644637,1.032977639,0.175675676,0.967760765,0.766303789,1.30415551,0.845596444,0.916824949,0.057288865,0.116363636,1.244956764,0.264150943,0.05056482,0.030123722,0.150485437,0.996705275,0.038999462,0.000807,1.012565471,0.982746001,0.297297297,0.243346008,0.070736955,1.298686439,1.036129067,0.032006455,0.079612695,0.348547718,0.375586854,0.127272727,0.060516407,0.760852351,1.071409426,0.0387305,0.010220549,0.829024494,1.17396673,0.984456284,0.995247987,0.152727273,0.301818182,0.783107362,0.057019903,0.325581395,0.231111111,0.664591966,0.23943662,0.854212141,0.029047875,0.95951055,0.063206025,0.29245283,0.734524368,0.064819796,0.053792361,0.032275417,0.019903174,1.224850558,0.106796117,0.728408868,0.133333333,0.869207499,0.954142462,0.858326896,0.073964497,0,0,0,0,0,0.80937174121311,0,0,0,0.190628258786891,0
"241","Galloanserae",0.408013098,0.954635579,0.439252336,-9999,-9999,-9999,0.018604651,0.231343284,0.25,0.974129679,1.259267533,-9999,1.352215746,0.048798252,1.492080401,0.387931034,0.139072848,-0.639608175,1.173076065,0.534161491,0.555070521,0.246268657,1.031408333,0.218604651,0.789356792,0.878607099,0.659230567,0.275449102,0.438596491,0.555070521,2.281870189,0.638162053,1.179182532,0.061320755,1.005356868,0.980536222,0.799668039,0.434554974,1.266464293,1.443712698,1.168885365,0.970815843,1.051266482,0.049526584,0.009302326,1.37771907,0.112582781,0.056081573,0.02403496,0.201492537,1.147746331,0.038965768,0.000364,1.04428688,1.326526577,0.219895288,0.502994012,0.060815732,1.104608197,0.852627427,0.050254916,0.069555717,0.180412371,0.764705882,0.525581395,0.083029862,0.650543553,0.880989327,0.039329934,0.012745812,1.167133189,0.98465757,1.141543625,1.171333927,0.055813953,0.172093023,1.002995106,0.054989075,0.226415094,0.00877193,0.409067299,0.125,0.415151135,0.02403496,0.907244867,0.040786599,0.271523179,0.451969008,0.070648216,0.058630736,0.042243263,0.019664967,1.011620511,0.052238806,0.409153476,0.065789474,1.064829846,0.949935881,0.354857766,0.078295703,0,0.200401992057809,0,0.799598007942191,0,0,0,0,0,0,0
"242","Galloanserae",0.602633173,1.794317841,0.414141414,-0.414198788,-9999,-9999,0.23,0.456692913,0.377245509,1.131170121,0.998300957,-9999,1.235558851,0.047370384,1.221027385,0.341666667,0.235632184,-1.260191875,0.992499031,0.493589744,0.513275083,0.433070866,1.514743443,0.13,0.980940299,1.014107898,1.030929194,0.404145078,0.173652695,0.513275083,1.975990244,0.575395106,1.285581279,0.007246377,1.022801069,0.969599129,0.882094422,0.421052632,1.050555374,1.200907556,0.944536126,0.860983157,1.128120307,0.055576278,0.08,1.417582205,0.189655172,0.054457292,0.02387169,0.015748031,1.210697881,0.03692652,0.000373,1.085312347,1.090439807,0.302631579,0.461139896,0.071988064,1.093846809,0.797863239,0.041029467,0.085042894,0.582191781,0.67114094,0.175,0.06229019,0.8288527,0.857946534,0.04998135,0.016038791,1.010417815,0.84318732,0.968918372,1.476049474,0.065,0.32,1.037528816,0.064901156,0.362318841,0.101796407,0.099903711,0.234899329,0.135885942,0.019395748,0.906631112,0.057814248,0.350574713,0.495243266,0.054457292,0.058187244,0.044759418,0.029466617,1.245023003,0.015748031,0.429147606,0.19760479,0.960368486,0.947525636,0.637586185,0.07459903,0,0,0,1,0,0,0,0,0,0,0
"243","Artiodactyl",-9999,1.444353119,0.592592593,0.485217498,3.582305681,-9999,0.235772358,0.451923077,0.239819005,1.082057565,0.974405944,-9999,1.342678425,0.053360698,1.139360811,0.564885496,0.298449612,1.089398516,0.978017177,0.6,0.359034599,0.408653846,1.230657737,0.08401084,1.079328416,1.058445136,1.156420556,0.420289855,0.081447964,0.359034599,1.574942685,0.881093479,1.212058812,0.055319149,0.915974572,1.046285265,0.969885363,0.205574913,1.094428113,0.563423447,0.973600933,0.85944979,1.134634394,0.065931247,0.165311653,1.27584289,0.205426357,0.040020523,0.02257568,0.019230769,1.242721186,0.041559774,0.000257,1.053719616,0.947105549,0.369337979,0.22826087,0.070805541,1.168453529,1.189449499,0.03104156,0.073627501,0.506097561,0.233463035,0.094850949,0.056695741,0.690930223,0.953335658,0.042072858,0.016418676,0.884530241,1.047872124,0.984567527,1.124584576,0.238482385,0.181571816,1.040568376,0.066187789,0.404255319,0.266968326,0.270589764,0.548638132,0.417415984,0.022319138,0.895631565,0.07208825,0.255813953,0.724264108,0.042072858,0.070548999,0.033606978,0.023858389,1.226735003,0.043269231,0.898775976,0.257918552,0.75572317,0.912029141,0.849514539,0.09466393,0.808178487937724,0,0,0,0,0,0,0,0,0.191821512062276,0
"244","Galloanserae",-9999,1.057644675,0.138297872,-9999,-9999,-9999,0.147679325,0.281045752,0.37037037,1.039985711,1.167117232,-9999,1.245710197,0.053873239,1.251151995,0.431578947,0.171270718,-0.346389673,1.308808139,0.523529412,0.521101508,0.294117647,1.193414657,0.248945148,0.739941357,0.883866646,0.805645212,0.4,0.449074074,0.521101508,2.18641363,0.526213287,1.240703052,0.052132701,0.910615132,0.952883819,0.802035231,0.427027027,1.217479973,1.478003101,0.896334426,0.822612525,1.190504103,0.045422535,0.050632911,1.391058796,0.17679558,0.047183099,0.021478873,0.169934641,1.15512512,0.033098592,0.000352,1.016764999,1.214296032,0.248648649,0.305,0.070422535,1.131801857,1.261153225,0.053521127,0.065140845,0.376884422,0.589147287,0.345991561,0.076056338,0.534574821,0.830859757,0.045774648,0.015492958,1.103075921,0.974944115,1.172559934,1.343163888,0.063291139,0.143459916,1.129257372,0.063732394,0.327014218,0.018518519,0.329558574,0.139534884,0.32044178,0.019014085,0.98583494,0.041549296,0.20441989,0.479660044,0.070070423,0.059859155,0.033450704,0.026760563,1.17037285,0.032679739,0.352080437,0.041666667,1.106484648,0.926387464,0.426848648,0.083450704,0,0.208914422998661,0,0.58591239380408,0,0,0,0,0.205173183197258,0,0
"245","Primate",-9999,1.823417559,0.612903226,-0.14792013,-9999,-9999,0.25566343,0.194285714,0.154696133,0.907849134,1.126248953,-9999,1.001939385,0.060365643,1.194468407,0.34,0.28358209,-9999,0.861436171,0.402684564,0.518469113,0.142857143,1.203609654,0.145631068,0.904144441,1.095420022,1.261806197,0.213114754,0.160220994,0.518469113,1.381875402,0.725747202,1.158542246,0.180811808,0.839532788,1.001883572,0.968913919,0.177865613,1.12652909,1.016145973,0.901922744,0.834817678,1.068958922,0.03380476,0.064724919,1.313941802,0.264925373,0.044843049,0.022766471,0.148571429,1.09286132,0.032080028,0.000345,0.917690108,1.037637155,0.434782609,0.316939891,0.063125216,1.0172408,1.103422314,0.028285616,0.087271473,0.292929293,0.326530612,0.116504854,0.062435323,0.7123097,0.918755488,0.021731632,0.027595723,0.914434549,0.987402304,1.006114099,0.963453116,0.087378641,0.330097087,0.915615589,0.092445671,0.162361624,0.132596685,0.570499109,0.214285714,0.690529602,0.032424974,0.931517516,0.030010348,0.190298507,0.682763946,0.068299414,0.051397033,0.017247327,0.023456364,0.982051286,0.114285714,0.698967094,0.171270718,0.925096736,0.995171748,0.879794006,0.106588479,0,0,0,0,0,0,0,0.602844381758345,0,0.397155618241655,0
"246","Artiodactyl",-9999,1.446370835,0.375,-0.026386755,-9999,-9999,0.266272189,0.12,0.297658863,1.075040023,1.047519079,-9999,1.095453234,0.049212598,1.140800852,0.67768595,0.204651163,-9999,0.971427189,0.657004831,0.795591012,0.531428571,1.230148771,0.127218935,0.997022712,0.837482829,1.005523992,0.446700508,0.264214047,0.795591012,1.532984892,0.623801905,1.288954351,0.04109589,0.808559734,0.782340862,0.74109135,0.28342246,1.035606343,1.475170556,0.779732933,0.783035245,1.186680725,0.066647919,0.227810651,1.224481388,0.074418605,0.064116985,0.025309336,0.068571429,1.183728707,0.038245219,0.00141,1.012022609,1.259254978,0.256684492,0.284263959,0.055399325,1.30844106,0.893330376,0.042744657,0.052587177,0.340540541,0.426160338,0.142011834,0.08408324,0.639347029,0.724350875,0.042182227,0.019685039,0.943731914,0.75292557,1.009295117,1.177445708,0.109467456,0.127218935,1.118521585,0.060461192,0.417808219,0.08361204,0.412894667,0.274261603,0.446644469,0.01799775,1.241061259,0.070866142,0.548837209,0.912453432,0.052024747,0.058211474,0.034026997,0.028683915,1.133885542,0.16,0.561476698,0.163879599,1.281404707,1.088470671,0.606991128,0.095050619,0.405474280882887,0,0.395810632989777,0,0,0,0,0,0,0.198715086127336,0
"247","Artiodactyl",-0.520220007,1.409212556,0.277777778,-9999,-9999,-9999,0.252525253,0.357142857,0.214634146,1.101758694,1.28704015,-9999,1.356626248,0.056112224,1.236260528,0.542635659,0.167539267,0.503208407,0.97243392,0.402298851,0.778228592,0.101190476,1.145727565,0.161616162,0.868003565,0.96596686,0.743567319,0.237837838,0.258536585,0.778228592,2.08284013,0.73440362,1.181518828,0.08,1.024151316,0.933104087,0.829702977,0.520491803,1.145259771,0.736120913,1.268821308,1.044391031,1.100986247,0.039746159,0.037037037,1.307754497,0.366492147,0.059452238,0.02004008,0.220238095,1.202326604,0.042084168,0.001002004,1.020781566,1.056044929,0.180327869,0.351351351,0.061790247,0.999976119,1.006753602,0.04008016,0.081496326,0.269230769,0.462184874,0.292929293,0.068470274,0.831547677,1.035661144,0.029726119,0.021710087,0.912066131,1.087080994,1.101088071,1.134483861,0.117845118,0.138047138,0.978127421,0.063794255,0.256,0.063414634,0.460140103,0.294117647,0.508241117,0.009686039,0.889693769,0.051770207,0.130890052,0.498258596,0.052104208,0.058116232,0.043086172,0.017034068,1.219396852,0.047619048,0.553121559,0.112195122,0.82789863,0.919673624,0.532142788,0.099198397,0,0.198579760818107,0,0,0,0,0,0.801420239181893,0,0,0
"248","Carnivore",-9999,1.559006245,0.320512821,-9999,-9999,-9999,0.210810811,0.219512195,0.270676692,1.025937217,1.168685202,-9999,1.307364234,0.057289241,1.164662577,0.325581395,0.261744966,0.689430691,0.847050294,0.411290323,0.888712,0.154471545,1.255093216,0.145945946,0.863434014,0.945359912,0.906283222,0.308333333,0.263157895,0.888712,1.936715729,0.744053918,1.151410526,0.144654088,0.977593576,0.996564309,0.875439827,0.333333333,1.062556252,0.828215955,1.112642353,0.924201307,1.079216075,0.043782021,0.097297297,1.329371589,0.302013423,0.060549604,0.023754075,0.219512195,1.183681143,0.036329762,0.001397299,0.993787839,1.025265282,0.293103448,0.266666667,0.055891942,0.996507966,0.907513228,0.03539823,0.081043316,0.406779661,0.361702128,0.216216216,0.061946903,0.953169233,1.017275218,0.038192827,0.024685608,0.996507966,0.985026362,1.001217298,1.20739726,0.124324324,0.205405405,0.938348041,0.069399162,0.257861635,0.112781955,0.544147627,0.361702128,0.537778306,0.013507219,0.927570552,0.060083838,0.11409396,0.758245159,0.05496041,0.057755007,0.040055892,0.023754075,1.134550792,0.113821138,0.638976421,0.127819549,0.879452564,1.050152049,0.563070707,0.086166744,0,0.20059120067706,0,0,0,0,0,0.79940879932294,0,0,0
"249","Galloanserae",0.318827773,1.627338477,0.375,-9999,-9999,-9999,0.251308901,0.290909091,0.207100592,0.969951143,1.182694234,-9999,1.29903359,0.049818841,1.12807269,0.455555556,0.29375,0.160206974,1.029504373,0.384615385,0.659821156,0.154545455,1.292360368,0.188481675,0.719521194,0.82265239,0.946225636,0.291044776,0.284023669,0.659821156,1.74941131,0.695985534,1.099002256,0.063694268,0.977201522,0.959505996,0.847857632,0.285714286,1.206791581,1.060401583,1.219614221,0.444627999,1.212229435,0.049818841,0.083769634,1.272893312,0.3,0.057518116,0.024003623,0.154545455,1.153499701,0.036231884,0.000453,1.100751729,0.987221282,0.340659341,0.417910448,0.060688406,1.307404876,1.426314806,0.049365942,0.082427536,0.456140351,0.418181818,0.188481675,0.076539855,0.708851911,0.963962041,0.035326087,0.016757246,0.81174039,1.049316367,1.071662543,1.209912445,0.078534031,0.209424084,1.040962341,0.072463768,0.222929936,0.124260355,0.353658479,0.218181818,0.347233638,0.023097826,1.085234487,0.047554348,0.2,0.540335414,0.051630435,0.047101449,0.04076087,0.020833333,1.11619033,0.054545455,0.506610045,0.142011834,1.06159575,0.992969589,0.567050562,0.086503623,0,0,0,1,0,0,0,0,0,0,0
"250","Galloanserae",-0.047263676,1.646158478,0.438356164,1.61655538,-9999,-9999,0.203296703,0.359223301,0.379084967,1.060678679,1.102618538,-9999,1.399362216,0.047973917,1.139638955,0.441558442,0.19375,0.498782038,1.027272033,0.559633028,0.644670146,0.291262136,1.400740451,0.208791209,0.763449257,0.921744178,0.804499684,0.373015873,0.169934641,0.644670146,2.277707433,0.583793328,1.089116724,0.078431373,0.916861077,1.016595056,0.868019273,0.418439716,1.08256489,1.128002377,1.003899341,0.724992076,1.193885452,0.058220773,0.087912088,1.370300088,0.2,0.059152306,0.025151374,0.145631068,1.155303165,0.034000932,0.000466,1.035874263,1.064985484,0.19858156,0.396825397,0.058686539,1.216167203,1.013567353,0.047508151,0.065673032,0.533333333,0.592,0.274725275,0.071262226,0.552545753,0.878344774,0.05123428,0.016301816,0.847842279,1.025091854,1.043893062,1.351336404,0.087912088,0.137362637,1.169072787,0.07452259,0.31372549,0.039215686,0.278305481,0.144,0.278348696,0.022822543,1.049872873,0.047042385,0.29375,0.602339605,0.055891942,0.050768514,0.035863996,0.021425245,1.212309044,0.038834951,0.401040485,0.274509804,1.059144015,0.985916704,0.519477134,0.084769446,0,0,0,1,0,0,0,0,0,0,0
"251","Galloanserae",0.631959813,1.09924309,0.329268293,0.585516516,-9999,-9999,0.168421053,0.148148148,0.056277056,0.871598016,1.808690977,-9999,1.6628707,0.043338684,1.55517869,0.593406593,0.037267081,1.469784808,1.252287398,0.727272727,0.630002901,0.083333333,0.76467184,0.236842105,0.726065275,0.743934977,0.661824112,0.102941176,0.58008658,0.630002901,2.657459952,0.688255482,1.332895286,0.026666667,0.714017382,1.108845661,0.886421034,0.448863636,1.262961388,1.327654198,1.44537171,0.659545854,1.009866153,0.056581059,0.052631579,1.550269102,0.118012422,0.055778491,0.017255217,0.435185185,1.301566562,0.032905297,0.000401,0.771241935,1.282229391,0.278409091,0.625,0.054574639,0.908083508,0.711065731,0.046147673,0.070626003,0.051643192,0.744680851,0.447368421,0.092696629,0.473446891,0.912567424,0.042536116,0.014044944,1.230306689,1.137231459,1.515174601,0.738651944,0.031578947,0.063157895,1.104189785,0.064606742,0.08,0.012987013,0.442921726,0.056737589,0.428347975,0.019662921,0.851081021,0.040529695,0.136645963,0.368777967,0.085473515,0.039727127,0.036516854,0.019662921,0.864008304,0.074074074,0.345024399,0.060606061,0.989504167,1.006927198,0.352472873,0.076243981,0,0.558397451831641,0,0.441602548168359,0,0,0,0,0,0,0
"252","Carnivore",-9999,1.19794297,0.301886792,-9999,0.450252922,-9999,0.215163934,0.252293578,0.279126214,0.980346442,0.910259055,-9999,1.271550984,0.046452163,1.255069726,0.639534884,0.190661479,0.55003105,0.870631202,0.64,0.635599941,0.47706422,1.231335922,0.047131148,0.779788393,0.949418149,0.790496631,0.442176871,0.259708738,0.635599941,1.739703759,0.89789381,1.253232513,0.04368932,0.891592981,0.903424721,0.828492404,0.400826446,1.019041595,1.453022258,1.30230117,1.039643363,1.195713043,0.094822075,0.317622951,1.155273132,0.081712062,0.054762412,0.019390582,0.068807339,1.156931178,0.045173663,0.00128,1.031309623,1.116886379,0.190082645,0.367346939,0.062646495,1.175140894,0.63386877,0.03537183,0.051566162,0.397129187,0.458426966,0.198770492,0.087790326,0.640737019,0.851443875,0.061367995,0.009801833,0.903500285,0.97155872,0.908138473,1.315476823,0.139344262,0.081967213,1.205755026,0.054762412,0.5,0.09223301,0.421119309,0.359550562,0.431250794,0.016194332,0.971734587,0.056467079,0.381322957,0.822723597,0.044534413,0.047943746,0.03665033,0.025143831,1.088297231,0.114678899,0.690313106,0.230582524,1.065234415,1.107610693,0.625889553,0.103984658,0.202408024719546,0.400146125393854,0,0,0,0,0,0.199101937683608,0,0.198343912202993,0
"253","Pterobat",0.983310644,1.31266937,0.48951049,-9999,0.52911508,-9999,0.185606061,0.331932773,0.275949367,1.030417018,0.945381309,-9999,1.237170513,0.048266072,1.264834128,0.56768559,0.27340824,-0.148781201,0.976165274,0.509025271,0.683349401,0.441176471,1.257581965,0.125,0.910119927,0.889558787,0.96618289,0.415540541,0.194936709,0.683349401,1.827547959,0.739169748,1.114938882,0.079365079,0.999039173,0.873385663,0.807050597,0.260223048,1.112386467,1.191378653,0.951098332,0.896302088,1.103657997,0.076252281,0.176136364,1.276717636,0.153558052,0.049280065,0.022307848,0.029411765,1.117738543,0.029000203,0.00142,1.120484838,1.110569043,0.237918216,0.324324324,0.060028392,1.195793604,0.922357667,0.03528696,0.054552829,0.361623616,0.39893617,0.170454545,0.080105455,0.794100308,0.96462383,0.052119246,0.009734334,0.989532262,1.018798602,0.960842029,1.255970724,0.179924242,0.162878788,1.03689,0.054147232,0.492063492,0.129113924,0.334431715,0.332446809,0.379645213,0.020482661,1.083877033,0.051713648,0.352059925,0.742452829,0.054958426,0.056175218,0.046440884,0.026769418,1.161735872,0.084033613,0.66869469,0.210126582,1.070080941,1.034002427,0.648937375,0.107077672,0,0,0,0,0,0,0,0,1,0,0
"254","Pterobat",1.192328097,1.26769054,0.384615385,-9999,-9999,-9999,0.197026022,0.228571429,0.304020101,1.026002415,0.992772254,-9999,1.228080481,0.049575071,1.315625068,0.54296875,0.232931727,-0.215844249,0.961641929,0.594202899,0.709670051,0.432653061,1.270587023,0.130111524,0.821462052,0.85628832,0.903820092,0.4,0.231155779,0.709670051,1.960734458,0.70240391,1.083703801,0.055363322,0.979927397,0.856157704,0.781796908,0.345588235,1.085261759,1.444625142,0.950256739,0.947360135,1.074001592,0.080129502,0.219330855,1.301032506,0.172690763,0.05180089,0.018008903,0.065306122,1.083377179,0.031566168,0.00142,1.072221711,1.154305669,0.213235294,0.417241379,0.058680696,1.116982857,0.699675995,0.034601376,0.055038446,0.384328358,0.45959596,0.211895911,0.080534197,0.761750051,0.979093402,0.049777418,0.00951032,1.034851765,1.065835884,0.982081193,1.31097162,0.096654275,0.144981413,1.029154519,0.05038446,0.470588235,0.123115578,0.375464914,0.295454545,0.399069423,0.020032376,1.038940688,0.054633752,0.337349398,0.849583545,0.054229057,0.055847835,0.05180089,0.024888709,1.168396153,0.097959184,0.602773654,0.203517588,1.121926008,1.068740534,0.59185745,0.108862809,0,0,0,0,0,0,0,0,1,0,0
"255","Pterobat",-9999,1.281925225,0.375,-9999,1.016012923,-9999,0.161165049,0.264227642,0.280742459,0.962935694,0.943313047,-9999,1.206146145,0.049878345,1.284175303,0.64628821,0.245967742,0.516458796,1.008925269,0.567669173,0.676379037,0.467479675,1.254319753,0.122330097,0.808694012,0.820132146,0.947644783,0.415282392,0.238979118,0.676379037,1.962293797,0.735852745,1.077454406,0.046439628,0.982790216,0.90877654,0.791312269,0.208955224,1.129269347,1.333194385,0.934814059,0.79297575,1.084987556,0.077656123,0.19223301,1.309800807,0.161290323,0.047242498,0.022100568,0.06504065,1.075007013,0.02919708,0.00142,1.110829671,1.099420589,0.235074627,0.365448505,0.061030008,1.202595893,0.932418159,0.03487429,0.054339011,0.391791045,0.37075718,0.211650485,0.087388483,0.809227121,1.023914589,0.051297648,0.010137875,0.953310639,1.111893588,0.980307594,1.264274511,0.182524272,0.130097087,1.038828742,0.050283861,0.464396285,0.13225058,0.329449952,0.310704961,0.373858531,0.020884023,1.119169537,0.048256285,0.330645161,0.834929817,0.054339011,0.053933496,0.046431468,0.029399838,1.092584226,0.06097561,0.658296946,0.199535963,1.136446907,1.082232048,0.536145846,0.104420114,0,0,0,0,0,0,0,0,1,0,0
"256","Pterobat",0.880693786,1.516147512,0.40952381,-9999,0.895645645,-9999,0.210953347,0.249056604,0.276548673,1.019432677,0.980772596,-9999,1.046452252,0.048437214,1.156040277,0.619047619,0.233215548,0.32901362,0.921931424,0.575949367,0.599073479,0.562264151,1.187638025,0.111561866,0.955942826,0.913050737,0.879641342,0.447852761,0.225663717,0.599073479,1.655628983,0.773875596,1.199131026,0.107843137,0.928582739,0.874477107,0.799075794,0.323076923,1.038310101,1.33232095,1.075365182,0.767244003,1.111443125,0.085359167,0.259634888,1.177947938,0.155477032,0.065618717,0.020471577,0.045283019,1.11813217,0.038384208,0.00128,1.050784119,1.213762881,0.2,0.291411043,0.059586913,1.172362135,0.876970752,0.037104734,0.047523305,0.359307359,0.286937901,0.154158215,0.082617437,0.528734965,0.750519043,0.071650521,0.008590751,1.088455501,0.842689235,0.953074643,1.066690922,0.144016227,0.119675456,1.081129025,0.051727289,0.421568627,0.112831858,0.382807,0.421841542,0.510627112,0.015719247,1.229256161,0.074757814,0.335689046,0.721680436,0.042222628,0.057759093,0.034545787,0.029245111,1.090861347,0.098113208,0.652980466,0.216814159,1.22592554,1.080080737,0.604384949,0.090111497,0,0.200045278493328,0,0,0,0,0,0,0.201015094870681,0.598939626635992,0
"257","Artiodactyl",-9999,1.459747627,0.425373134,0,-9999,-9999,0.311111111,0.213903743,0.287625418,1.055286923,1.019706828,-9999,0.96606008,0.052899576,1.060880127,0.598360656,0.214953271,0.373817876,0.967128433,0.638613861,0.824263177,0.363636364,1.27360285,0.088888889,0.917659239,0.889118971,1.064174823,0.454545455,0.200668896,0.824263177,1.485988773,0.612700023,1.095538989,0.091891892,0.822520102,0.761147463,0.78776534,0.228723404,1.037677254,1.372325381,0.659881451,0.760983189,1.109831138,0.061386139,0.188888889,1.236552866,0.168224299,0.059971711,0.028288543,0.101604278,1.02839799,0.037906648,0.001414427,1.011448645,1.212921592,0.25,0.296650718,0.059123055,1.266963931,1.08402173,0.042998586,0.053182461,0.397590361,0.33640553,0.133333333,0.084582744,0.672387465,0.8340141,0.037340877,0.020084866,1.028476603,0.88878697,0.989182114,1.222712778,0.133333333,0.144444444,1.07226922,0.060537482,0.4,0.100334448,0.481170877,0.271889401,0.560097704,0.015558699,1.250417023,0.061951909,0.46728972,0.946458538,0.046958982,0.057142857,0.034512023,0.029985856,1.168192903,0.160427807,0.611826788,0.163879599,1.251884742,1.085087064,0.790133003,0.101838755,0.410445932213521,0,0.390647976567637,0,0,0,0,0,0,0.198906091218842,0
"258","Rodent",-0.37601575,1.439942092,0.330645161,0.838858992,-9999,1.000933916,0.166051661,0.310030395,0.258064516,0.975173128,0.920380042,-9999,1.115736063,0.052868391,1.353441673,0.580645161,0.256,0.155013121,0.881905848,0.493150685,0.618298964,0.489361702,1.257490678,0.127306273,0.793040738,0.974248357,0.854872951,0.420689655,0.201612903,0.618298964,1.90601139,0.799703279,1.140700528,0.046321526,0.991223085,0.912137167,0.82127101,0.381355932,1.158323057,1.345271877,1.186269673,0.931727236,1.079335561,0.071991001,0.1900369,1.260555504,0.098666667,0.054796722,0.019443998,0.063829787,1.065281503,0.039852161,0.00177,1.092845534,1.15227969,0.288135593,0.310344828,0.069901977,1.1625562,0.872410645,0.032942311,0.056885746,0.350694444,0.339285714,0.252767528,0.079704323,0.6962539,0.896133207,0.056725052,0.00996304,1.060507377,0.99128951,0.905357052,1.237030873,0.134686347,0.129151292,1.057082377,0.060260325,0.435967302,0.120967742,0.354031968,0.392857143,0.384239452,0.016551502,1.020311558,0.053832557,0.349333333,0.647408613,0.046279929,0.058653383,0.039852161,0.031656757,1.08811061,0.060790274,0.625648866,0.254032258,1.07458886,1.052734394,0.587624065,0.087096256,0,0.380258303127184,0,0,0,0,0,0,0.196709127320024,0.423032569552792,0
"259","Fish",-9999,1.459118247,0.546875,-9999,-9999,1.506497125,0.249266862,0.212435233,0.255033557,1.019734125,0.998782904,-9999,1.082094098,0.054243957,1.211574704,0.592,0.19665272,0.074754517,0.866848925,0.56097561,0.823827868,0.440414508,1.214935937,0.117302053,1.020078734,0.889748623,1.07616018,0.45631068,0.234899329,0.823827868,1.394141317,0.605293775,1.075822736,0.111111111,0.877457682,0.8136244,0.769834851,0.153488372,1.109451097,1.436859874,0.618802453,0.734265957,1.072740329,0.061270377,0.152492669,1.198923129,0.083682008,0.059021922,0.024451939,0.041450777,1.064367729,0.035975267,0.00141,1.069032741,1.297934427,0.28372093,0.237864078,0.057897695,1.32899685,0.993775331,0.039347948,0.060427206,0.32278481,0.321100917,0.093841642,0.083754918,0.608967154,0.721431618,0.039347948,0.019955031,1.131856652,0.74860134,0.942868399,1.121822143,0.143695015,0.24340176,1.005222963,0.067172569,0.395061728,0.137583893,0.459770902,0.229357798,0.556308305,0.01742552,1.390001382,0.062394604,0.581589958,1.033998937,0.04440697,0.069139966,0.035132097,0.025857223,1.09008092,0.18134715,0.626747133,0.167785235,1.362820552,1.093394942,0.65821754,0.09584036,0.360129302107166,0,0.639870697892834,0,0,0,0,0,0,0,0
"260","Artiodactyl",1.734185988,1.416305079,0.29015544,-0.580669197,-9999,-9999,0.250554324,0.289915966,0.20505618,1.100802153,1.018156527,-9999,1.276994741,0.050052576,1.160254269,0.785714286,0.242424242,0.04547134,0.993831095,0.631168831,0.664540478,0.537815126,1.198718836,0.059866962,1.038016085,0.861490605,0.899947571,0.465,0.247191011,0.664540478,1.538284806,0.78029619,1.517955938,0.115107914,0.852489618,0.797399518,0.739571664,0.268085106,1.031429775,1.36185679,0.996059234,0.91536116,1.219319323,0.087276551,0.394678492,1.14297439,0.060606061,0.055941115,0.022292324,0.025210084,1.391931407,0.040588854,0.002103049,0.994385807,1.156878692,0.255319149,0.325,0.042060988,1.185805938,0.841875107,0.039747634,0.049421661,0.463576159,0.395180723,0.075388027,0.074868559,0.506384618,0.756893534,0.065825447,0.018086225,0.895504899,0.874466122,1.003195837,1.13628547,0.150776053,0.068736142,1.146421669,0.055520505,0.482014388,0.103932584,0.331694046,0.41686747,0.364616486,0.018506835,1.154580654,0.087907466,0.511363636,0.800997634,0.031756046,0.080967403,0.026498423,0.026498423,1.160354724,0.113445378,0.691413038,0.308988764,1.186617374,1.062106739,0.588561143,0.094847529,0.80214370829719,0,0,0,0.19785629170281,0,0,0,0,0,0
